longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.36,34.1,36,2963,838.0,1129,745,2.5588,500001
-118.13,33.91,36,1967,316.0,910,306,4.4948,190600
-119.25,35.78,35,1927,386.0,1371,414,2.2981,69900
-122.03,37.29,22,3118,438.0,1147,425,10.3653,500001
-122.47,37.78,51,1485,386.0,880,385,2.7431,307100
-118.47,34.14,34,3646,610.0,1390,607,7.629,500001
-121.94,37.3,25,1455,370.0,734,331,3.2727,262500
-118.17,34.18,44,1401,246.0,607,271,2.8472,218800
-122.15,37.47,38,1560,301.0,1331,316,3.0521,151500
-122.33,41.86,19,3599,695.0,1572,601,2.234,58600
-118.51,34.23,36,3324,448.0,1190,423,7.2772,477200
-122.41,37.94,52,154,33.0,89,38,3.2875,275000
-122.1,37.66,35,686,142.0,480,149,3.875,162100
-120.35,38.04,16,1499,326.0,733,286,2.5729,118800
-117.14,32.71,34,1694,455.0,1467,425,2.1164,139400
-122.1,37.66,33,1954,464.0,1293,448,3.0489,152600
-118.05,34.15,32,5131,665.0,1877,622,8.2004,500001
-117.84,34.04,4,9959,1544.0,4904,1429,6.9754,402500
-122.23,38.12,49,2715,435.0,1006,429,4.2308,145800
-121.27,38.14,33,3557,894.0,2659,894,2.2883,86900
-117.33,33.16,29,3559,552.0,1533,545,4.0585,245500
-118.4,34.03,24,1101,318.0,491,287,3.2222,319400
-118.26,34.0,27,1611,479.0,1457,458,0.8941,91900
-119.57,36.72,11,2510,460.0,1248,445,3.6161,99500
-117.26,33.19,2,2629,509.0,1044,522,4.2361,158500
-121.43,37.74,52,966,247.0,589,228,1.6937,108300
-121.38,38.68,40,67,17.0,50,32,1.7596,93800
-122.33,37.94,47,1882,361.0,797,342,3.5848,140800
-117.44,34.1,43,1614,400.0,926,349,2.075,95100
-118.11,34.02,40,1727,309.0,932,313,3.95,210200
-122.36,40.69,32,3611,772.0,2060,759,1.7427,60600
-118.4,33.89,31,2926,492.0,1149,476,7.9611,500001
-118.54,34.19,22,3380,790.0,2199,737,2.5739,239200
-121.88,37.35,52,1704,418.0,1336,411,2.8167,183500
-117.33,34.13,18,3009,740.0,2317,659,1.6375,72400
-118.25,33.91,35,1479,272.0,963,292,3.4917,109500
-117.05,32.8,23,3309,401.0,1116,386,7.916,330600
-122.44,38.57,26,2101,390.0,2171,360,3.6429,159700
-117.21,34.11,27,1245,229.0,692,234,3.2176,89400
-120.3,38.04,6,1281,245.0,422,160,3.2875,111300
-121.86,37.38,15,2052,405.0,1380,409,5.8686,181100
-123.8,39.44,33,2024,459.0,1019,422,1.9208,93600
-117.19,34.06,21,6107,1559.0,2805,1444,2.5643,102700
-118.19,34.04,40,1279,316.0,1438,329,2.1774,157600
-117.27,34.15,35,1490,253.0,705,253,3.3616,95300
-118.22,34.63,4,14348,2145.0,5839,1806,5.3799,222400
-118.3,33.98,52,1371,315.0,986,277,2.9432,94000
-123.22,40.16,27,1848,449.0,396,150,2.8472,41300
-122.09,37.41,18,1476,473.0,838,415,3.575,274000
-124.08,40.91,13,2522,719.0,1381,628,1.6667,78800
-117.22,32.75,26,617,112.0,251,110,3.8036,162000
-117.59,33.91,7,10223,1491.0,5205,1509,5.4872,203400
-118.09,34.1,27,6010,1532.0,3620,1445,2.7436,201700
-117.08,32.65,17,2633,712.0,1487,694,2.5392,147000
-118.15,34.59,33,2111,429.0,1067,397,3.7344,111400
-117.07,32.77,38,3779,614.0,1495,614,4.3529,184000
-120.12,35.99,7,2049,482.0,1387,422,2.25,56200
-117.94,34.04,34,1403,274.0,977,257,3.8409,163000
-118.12,34.71,26,4230,823.0,2789,793,2.5179,104000
-122.12,37.71,35,1037,207.0,552,210,4.0,167900
-120.55,41.61,22,9047,1831.0,4276,1622,2.0802,47900
-121.32,37.94,36,40,10.0,64,14,2.625,55000
-122.67,38.45,24,2622,525.0,1027,510,2.9222,242600
-122.7,38.31,14,3155,580.0,1208,501,4.1964,258100
-118.3,33.88,29,850,229.0,563,204,3.7375,247700
-122.38,37.73,38,1388,276.0,871,265,2.1667,193800
-122.46,37.77,52,3193,688.0,2099,681,3.9375,402900
-122.26,37.83,52,1656,420.0,718,382,2.6768,182300
-118.15,34.09,52,2203,430.0,1238,403,4.4306,225800
-119.63,36.6,33,1589,294.0,1102,307,1.9676,62400
-123.32,39.42,22,2085,432.0,1133,402,2.3906,92600
-119.77,36.75,44,1818,412.0,1680,418,1.7083,48300
-117.78,34.03,8,32054,5290.0,15507,5050,6.0191,253900
-117.04,32.6,18,4747,846.0,3002,872,3.9076,152900
-117.36,34.28,18,3903,715.0,1388,428,4.2386,157200
-117.3,34.39,11,3572,592.0,1876,507,3.6615,105100
-122.46,37.79,52,2005,359.0,847,356,4.1029,500001
-122.09,37.4,17,748,184.0,412,180,3.4375,290600
-122.16,37.77,39,1583,349.0,857,316,3.0958,145800
-117.24,32.74,44,1686,285.0,712,298,4.0268,298600
-117.09,34.07,24,6260,1271.0,3132,1189,2.5156,103000
-121.31,38.01,22,2101,514.0,1304,511,2.8348,101600
-116.93,33.75,14,6027,1148.0,3136,1036,2.964,121500
-121.97,37.33,21,8275,1566.0,3636,1524,5.1506,302100
-121.2,37.8,37,311,61.0,171,54,4.0972,101800
-122.07,37.69,29,2304,618.0,1021,552,2.5362,203800
-122.3,37.52,32,2297,347.0,871,342,8.1039,382200
-121.25,37.92,19,2109,427.0,1742,426,2.4097,66000
-120.64,35.47,8,416,121.0,936,97,2.1154,117200
-122.48,37.74,52,2841,517.0,1372,517,3.9236,335000
-118.3,33.98,48,1998,410.0,1176,382,3.0455,102400
-122.04,37.94,24,5732,873.0,2444,888,5.6292,231400
-121.38,37.88,44,1158,226.0,1094,224,2.6842,156300
-118.14,34.07,42,1036,199.0,656,215,4.1902,235000
-117.01,32.99,8,3372,430.0,1536,448,8.4284,378300
-117.99,33.93,36,1287,233.0,779,229,4.8523,175800
-122.05,37.95,27,3513,791.0,1875,694,3.1838,182000
-122.25,38.09,48,833,188.0,652,165,2.2417,87900
-118.1,34.05,26,1495,328.0,1296,304,2.913,152300
-121.99,37.55,16,6647,2098.0,4649,1903,2.9074,213800
-120.07,36.96,32,1268,283.0,549,273,1.4511,65200
-120.69,37.77,46,431,86.0,239,80,3.3182,282100
-121.12,38.0,36,683,159.0,505,141,3.4265,158900
-122.78,38.41,43,1351,277.0,1011,297,2.5917,144000
-122.47,37.78,52,2275,412.0,1166,424,4.0652,421300
-119.23,35.77,26,2636,468.0,1416,485,4.1917,84000
-118.34,34.16,46,1396,294.0,608,246,3.692,244500
-118.17,34.04,38,385,102.0,402,95,1.625,129700
-118.01,34.09,32,1613,361.0,1283,404,3.1944,181700
-118.07,34.17,36,2415,394.0,1215,413,5.5418,326100
-115.96,33.3,27,322,81.0,112,57,1.125,54400
-118.19,33.93,40,1334,276.0,1226,278,3.4712,144300
-121.47,38.52,42,2316,515.0,1597,522,1.8205,60400
-118.74,34.26,27,3467,545.0,1798,493,4.8717,204100
-118.85,34.21,29,2195,414.0,1360,401,3.4773,206700
-119.27,36.32,6,2881,518.0,1432,504,4.0806,110200
-117.48,33.91,22,3611,666.0,1869,649,4.2207,141100
-122.12,37.29,11,436,70.0,212,75,8.6196,500001
-121.39,36.16,28,1057,249.0,288,130,3.0526,146900
-118.31,34.09,42,1951,846.0,2500,813,1.5195,218200
-118.18,33.77,30,1418,439.0,720,417,2.6371,159400
-122.03,37.99,37,1755,327.0,882,350,4.59,166600
-119.77,36.74,50,1325,280.0,811,281,1.8667,62800
-118.19,33.95,42,2309,685.0,2609,673,2.7206,162100
-118.05,33.84,21,4890,653.0,2295,654,6.983,329700
-121.78,40.12,14,388,108.0,35,17,6.1359,106300
-121.59,39.74,17,1646,330.0,750,344,2.3798,83800
-122.81,38.36,18,2399,389.0,1131,391,5.2769,293900
-121.82,37.42,13,3752,572.0,1581,526,6.1091,329400
-118.33,34.11,37,2330,434.0,846,457,8.2335,430200
-122.21,37.48,37,1326,335.0,1771,335,3.0147,218100
-116.98,32.72,4,1078,158.0,571,184,4.6667,223300
-118.09,34.05,22,1764,357.0,1379,363,3.5357,199000
-118.13,34.2,46,2676,427.0,1022,395,6.4288,295500
-120.62,35.13,26,3971,803.0,1792,723,2.7128,209900
-121.49,38.49,26,1557,301.0,986,300,2.6613,77700
-119.01,35.37,38,1702,380.0,1191,366,1.8801,57800
-122.0,37.32,34,3450,731.0,1915,689,4.7402,244500
-122.52,37.94,18,1804,284.0,600,241,5.9582,500001
-118.29,33.95,35,1401,362.0,1357,327,2.0917,99300
-118.35,33.93,33,2040,576.0,2649,561,2.3375,170600
-117.05,32.95,17,4814,1091.0,3013,1078,3.2369,167800
-118.11,33.88,35,1623,304.0,868,272,3.5893,276000
-121.55,38.59,36,435,95.0,285,90,1.2292,69600
-117.66,34.12,22,2272,278.0,933,305,8.8204,390500
-118.46,34.26,36,1394,254.0,761,262,4.9485,217100
-121.61,36.69,19,9899,2617.0,11272,2528,2.0244,118500
-117.02,32.72,36,2030,369.0,1142,357,3.7763,126900
-117.84,33.74,24,1752,407.0,910,427,3.3611,134600
-117.11,32.7,34,2028,522.0,1797,464,1.7402,79400
-122.57,39.9,15,3873,810.0,1697,627,2.4555,55600
-117.08,33.16,11,6341,1030.0,2697,977,4.8554,206700
-117.75,34.04,22,2948,636.0,2600,602,3.125,113600
-117.28,34.15,32,2170,430.0,815,401,3.1765,135000
-122.04,37.61,36,1151,216.0,727,215,4.1719,187000
-118.11,33.84,36,1074,188.0,496,196,4.625,217400
-122.57,38.02,33,9531,1487.0,3798,1409,5.6512,314000
-117.22,32.73,38,3966,768.0,1640,729,3.8409,291400
-121.63,36.65,44,309,121.0,315,80,1.6071,112500
-120.0,38.52,16,3045,543.0,202,102,3.15,140600
-118.44,34.27,36,1111,275.0,1333,266,3.5347,158100
-117.47,34.12,6,10565,1767.0,5690,1555,4.1797,141000
-118.16,34.16,52,1576,239.0,696,249,6.07,261800
-118.12,34.17,52,2948,542.0,1363,495,4.7098,287900
-118.31,34.01,52,2547,475.0,1417,444,1.8214,123200
-117.0,32.74,17,2357,599.0,1423,510,1.8856,118800
-118.24,33.94,34,796,180.0,673,144,2.0769,88300
-118.05,33.78,18,3414,434.0,1272,454,8.7015,390900
-121.35,38.58,20,2992,378.0,1105,368,8.6572,320200
-118.77,34.28,6,4685,965.0,2180,909,4.5458,208200
-121.51,38.53,34,1613,265.0,631,266,4.25,191900
-117.22,33.17,6,1487,362.0,810,322,3.625,135700
-122.41,37.79,52,2909,851.0,1711,830,3.0296,500001
-117.76,33.48,38,3832,809.0,1332,636,5.0044,381200
-115.53,32.97,35,1583,340.0,933,318,2.4063,70700
-117.87,33.64,26,3521,455.0,1336,451,10.2849,500001
-119.66,36.33,10,1623,409.0,988,395,1.4194,58100
-122.18,37.47,37,2848,328.0,852,327,13.367,500001
-118.37,34.22,11,2127,581.0,1989,530,2.9028,174100
-117.33,34.06,48,732,149.0,486,139,2.5673,68200
-119.5,34.35,39,308,38.0,59,21,11.7794,500001
-122.14,37.71,27,3094,866.0,1364,789,2.6101,181700
-117.18,32.75,52,1504,208.0,518,196,8.603,459600
-122.2,37.81,45,2964,436.0,1067,426,6.7851,323500
-121.86,37.35,35,2391,605.0,1886,595,2.5551,182100
-119.19,34.23,17,3889,748.0,2415,739,4.5,234300
-120.67,35.63,8,2690,410.0,1085,381,4.2841,256700
-118.34,33.8,25,4177,832.0,2123,789,5.0814,446800
-117.79,33.75,26,2893,345.0,983,326,13.466,500001
-118.13,33.81,37,1228,237.0,572,242,4.325,223900
-117.3,34.12,50,1629,437.0,1581,394,2.2019,63500
-119.09,36.21,43,1335,280.0,943,288,1.9861,47700
-118.29,34.01,30,1385,518.0,1730,472,1.0539,142500
-119.03,35.33,21,3057,698.0,1627,680,2.7083,84700
-117.69,34.04,5,4459,896.0,2028,881,4.0096,182600
-117.99,33.85,34,1948,306.0,957,304,4.9777,212600
-118.19,33.92,35,915,241.0,1153,252,3.305,115800
-118.31,34.03,52,1902,406.0,1233,385,2.8295,132200
-122.21,38.83,20,1138,221.0,459,209,3.1534,123400
-118.08,33.85,22,1055,204.0,682,216,6.0,191300
-122.43,37.79,25,1637,394.0,649,379,5.0049,460000
-121.79,37.33,18,3611,614.0,2381,642,5.6345,231000
-117.21,34.22,31,5454,1053.0,1408,504,5.0,161100
-122.68,38.36,8,7520,1336.0,3833,1287,4.3278,184100
-121.77,37.23,15,4713,769.0,2519,778,5.6958,253800
-117.79,33.71,16,6339,862.0,3132,825,7.1069,313400
-117.79,34.07,33,1694,333.0,1689,301,3.7583,116300
-117.7,33.61,16,2371,725.0,1738,686,3.6484,322600
-122.43,37.72,48,1289,280.0,782,235,3.6719,259800
-117.76,34.08,37,2263,502.0,1677,522,2.9388,139200
-118.42,33.9,37,1576,345.0,662,340,5.308,500001
-118.06,33.99,47,1588,309.0,827,292,3.7833,166100
-121.97,39.79,16,1453,299.0,904,286,3.5735,89600
-118.29,33.94,32,2701,708.0,1880,590,1.6716,123800
-120.6,37.37,10,3075,498.0,1368,487,4.6667,130100
-117.07,34.24,21,4773,1047.0,337,130,3.9375,115000
-122.33,38.38,28,1020,169.0,504,164,4.5694,287500
-122.27,37.85,52,335,83.0,152,77,2.2841,106300
-117.89,34.07,35,834,137.0,392,123,4.5179,218800
-121.88,38.0,16,2605,440.0,1352,408,4.1947,140300
-117.09,32.71,12,3375,945.0,2357,808,1.5,106300
-120.42,37.95,19,2787,578.0,1208,532,2.4922,98700
-118.48,33.96,16,895,181.0,237,149,12.0088,500001
-117.08,33.14,15,1497,250.0,827,239,4.3846,154200
-117.24,32.8,28,1072,331.0,692,321,2.1357,187500
-121.85,37.22,21,6203,798.0,2494,800,7.7201,362700
-117.26,33.81,22,4249,922.0,2405,846,2.1549,146500
-118.16,34.17,52,1193,228.0,703,221,3.1741,163800
-117.26,32.99,16,2127,512.0,1532,499,2.7348,231300
-118.43,34.42,13,3600,580.0,1799,576,6.2971,218300
-121.41,38.53,37,1058,224.0,588,231,2.9737,72100
-120.45,34.64,40,1051,235.0,574,201,2.0865,111500
-119.27,36.18,23,3180,547.0,1829,498,2.6098,66000
-118.32,33.88,37,1402,254.0,722,251,6.4781,269000
-118.3,33.91,34,1617,493.0,1530,500,2.6182,172600
-119.04,35.42,47,1691,402.0,913,358,1.8403,54700
-117.07,32.78,26,3725,623.0,1516,627,4.7143,268300
-122.01,37.3,25,4044,551.0,1699,533,8.0837,380600
-117.6,33.94,26,2925,575.0,1921,501,3.1859,153100
-121.75,37.35,18,1947,250.0,605,184,8.1871,500001
-117.38,34.12,17,5959,1208.0,4115,1088,2.4053,105200
-120.81,38.89,17,1438,324.0,675,268,2.9444,119300
-117.96,33.82,32,2856,622.0,1499,601,3.63,183400
-118.28,33.94,44,1631,338.0,1197,355,3.0788,100000
-118.34,34.08,52,1421,163.0,495,167,10.586,500001
-118.08,33.86,26,778,173.0,539,186,3.2679,236500
-118.36,34.03,35,1819,499.0,1666,482,1.6452,125900
-122.02,37.3,26,1983,301.0,924,297,6.7123,354600
-122.5,37.74,42,1667,395.0,1041,387,3.9583,273700
-117.49,34.05,20,1483,249.0,660,194,3.9464,207700
-122.45,37.71,45,2253,431.0,1382,392,4.2562,221600
-117.75,34.1,21,8069,2174.0,4369,2036,3.2756,156800
-121.55,39.51,48,827,198.0,396,161,0.8024,58300
-120.38,39.82,10,1262,258.0,510,209,2.1667,92800
-117.97,34.15,33,2474,472.0,1268,437,6.4576,500001
-117.71,33.49,5,1680,254.0,617,231,8.583,397700
-121.44,37.7,5,1365,196.0,591,156,6.0389,215100
-122.17,37.72,43,3783,814.0,2139,789,4.0202,166300
-124.11,40.57,33,1348,234.0,573,236,2.4896,74100
-121.02,37.62,14,5737,1286.0,4722,1210,1.6731,95800
-117.66,34.11,19,3445,661.0,1635,580,5.0681,230500
-117.1,32.58,27,2616,591.0,1889,577,2.3824,127600
-121.3,38.65,36,1665,293.0,846,306,3.5852,121600
-122.05,36.87,18,2232,440.0,1091,458,3.8269,276000
-117.36,34.1,33,1904,343.0,1366,338,3.6227,92800
-118.0,33.84,29,2641,637.0,2413,619,2.8169,165100
-118.1,33.82,36,1930,354.0,915,328,5.2713,244400
-118.26,34.07,46,2341,703.0,2371,648,2.4038,181700
-117.9,33.74,19,1566,379.0,1032,330,2.2105,180400
-119.1,36.43,24,1039,190.0,643,193,2.6711,71300
-119.06,34.23,23,3471,510.0,2002,555,5.2742,257500
-122.47,38.51,25,928,195.0,413,184,3.4904,196900
-118.31,33.92,35,1307,246.0,672,219,4.8456,146400
-119.3,36.35,24,1855,416.0,1520,410,2.3304,64900
-122.21,38.41,12,4270,654.0,1624,598,5.5266,331300
-117.27,33.22,16,1420,311.0,470,313,1.8849,90800
-119.65,36.35,38,3148,568.0,1378,537,2.8788,85500
-118.13,34.15,28,1119,334.0,739,323,2.5903,125000
-122.02,37.92,26,5077,640.0,1872,636,7.4713,351200
-122.66,38.42,14,5315,1037.0,2228,950,4.023,208400
-122.27,37.85,52,1974,426.0,875,363,1.5817,153600
-122.45,37.78,52,2686,606.0,1392,578,4.0,355300
-122.05,37.9,32,2676,484.0,986,473,4.6528,335700
-121.45,37.75,15,3846,677.0,2360,635,4.6173,164800
-117.9,33.65,28,2043,430.0,1108,452,5.2549,261800
-117.42,34.02,9,5455,882.0,3015,858,4.2321,162800
-117.92,33.73,17,1692,293.0,934,280,4.4728,205800
-117.91,33.61,27,1797,343.0,435,203,5.9196,500001
-121.48,38.5,23,2679,792.0,1740,659,1.3679,70300
-117.08,34.08,34,45,11.0,39,14,3.0625,500001
-122.43,37.79,52,6186,1566.0,2065,1374,5.8543,500001
-117.11,32.67,52,280,71.0,217,71,1.4844,83300
-120.98,37.66,33,1959,342.0,984,356,4.5208,114200
-118.29,33.98,41,1582,416.0,1422,370,1.0516,108300
-122.25,37.84,52,3104,687.0,1157,647,3.12,241400
-118.26,34.08,41,1396,360.0,1069,363,2.4375,203300
-119.37,36.21,35,2228,476.0,1567,449,1.4455,54100
-117.12,32.91,8,3405,961.0,1742,918,2.8728,114600
-120.42,34.95,52,1391,287.0,632,276,1.7431,131500
-117.69,33.6,17,2150,361.0,1194,335,5.4622,227000
-118.4,33.88,36,1543,214.0,474,187,9.3399,500001
-119.74,36.85,3,10425,2121.0,4432,1778,3.9032,140800
-117.09,32.8,36,2163,367.0,915,360,4.7188,174100
-118.29,33.75,37,1319,292.0,766,285,2.7031,218900
-122.2,37.96,9,6306,962.0,2581,911,6.7741,310700
-121.32,38.01,36,391,74.0,171,79,2.7045,102800
-117.95,34.02,22,1919,411.0,1203,363,4.2578,144100
-118.02,33.92,34,1478,251.0,956,277,5.5238,185300
-116.72,33.56,13,3166,682.0,1250,475,2.355,122900
-116.86,34.24,19,5411,1042.0,441,185,3.1324,132000
-118.36,33.87,19,2512,575.0,1275,544,4.9375,293000
-118.32,33.89,44,1300,252.0,695,249,5.1669,220600
-118.32,33.89,34,2675,560.0,1270,492,4.5053,242000
-118.39,33.86,24,2386,582.0,1152,568,4.8971,400700
-118.97,35.4,34,1859,323.0,854,309,3.1906,76200
-122.4,40.51,20,1750,352.0,834,340,2.485,100600
-117.16,34.26,27,9285,1621.0,1135,410,2.5446,135200
-117.65,34.08,40,1609,258.0,624,242,5.4689,158200
-121.8,37.31,15,1807,378.0,1277,341,4.5045,164500
-121.29,38.63,24,2868,527.0,1284,487,3.3182,213000
-122.22,37.47,23,7740,1943.0,4124,1743,3.3268,322800
-120.43,36.99,16,1027,199.0,673,193,2.9688,63800
-117.55,33.87,18,8136,1584.0,4976,1516,3.9414,137100
-122.48,37.51,22,1564,278.0,761,270,4.7578,318500
-122.53,37.5,19,4768,807.0,2199,805,6.1896,331100
-122.15,37.47,39,1295,239.0,566,242,5.6407,326400
-120.76,37.44,18,2003,398.0,1333,411,2.7562,90500
-118.17,33.79,30,1349,519.0,2646,552,1.9318,115900
-117.87,33.69,4,2337,768.0,983,655,3.7174,275000
-118.28,33.95,41,835,208.0,707,192,1.4103,86200
-122.01,37.35,16,3716,916.0,1551,759,4.5,323600
-117.17,32.79,43,1269,297.0,946,285,2.1447,133300
-123.82,40.16,19,2283,634.0,1184,453,1.2227,76800
-121.85,37.4,23,1793,319.0,1145,310,5.5968,243200
-121.54,39.12,17,4251,899.0,3265,934,2.3496,65000
-121.78,36.93,21,2794,662.0,2236,565,2.4053,178400
-116.99,32.74,17,3101,547.0,1410,486,3.1771,189900
-117.14,34.75,33,552,120.0,347,97,1.8158,100000
-117.92,33.98,10,16414,2919.0,8907,2714,6.1552,362500
-118.27,34.05,12,535,328.0,1194,365,1.2012,275000
-121.49,38.5,30,1715,271.0,842,263,3.0313,87900
-121.98,37.74,8,2865,389.0,1376,417,7.9393,399300
-122.49,37.76,48,1351,270.0,650,265,3.5278,339800
-118.54,34.23,35,3422,601.0,1690,574,4.375,232900
-122.63,38.95,11,686,127.0,246,86,1.7083,77300
-120.72,37.54,17,729,134.0,431,121,4.2188,131300
-120.76,37.65,25,3214,682.0,2319,640,2.0385,84300
-121.78,37.34,21,1959,292.0,891,300,7.375,338400
-122.39,38.37,33,1066,191.0,403,163,6.8,240800
-117.03,32.77,19,4819,1492.0,2572,1336,2.3393,118200
-118.53,34.27,33,1927,305.0,896,293,5.634,320500
-117.97,33.86,34,2138,490.0,1682,463,3.6006,161700
-117.81,33.74,24,2696,649.0,1908,626,3.3047,216900
-118.28,33.84,27,2326,533.0,1697,546,3.8633,187900
-117.25,33.93,8,10110,1761.0,5804,1703,4.2654,137600
-122.11,37.69,42,1472,310.0,768,309,3.4643,160900
-119.81,36.72,46,1414,268.0,902,243,1.5833,56700
-122.37,37.93,45,3150,756.0,1798,749,1.75,37900
-122.04,37.6,17,3314,638.0,1873,602,4.3875,238500
-122.7,38.45,39,2015,335.0,640,315,4.1734,240500
-117.78,34.06,33,1056,272.0,964,300,2.4464,128700
-117.27,33.0,36,2426,454.0,1085,420,5.1523,387800
-117.07,33.12,32,2474,499.0,1224,461,2.7216,146300
-122.29,37.89,52,2269,380.0,1004,371,5.1696,261400
-121.44,38.58,43,1806,339.0,764,341,3.9271,147100
-117.11,32.9,16,2043,388.0,705,352,4.4766,161500
-118.37,34.09,31,6348,1827.0,2559,1755,3.2818,225000
-117.05,34.04,23,3967,766.0,1518,698,2.29,111800
-121.37,38.61,39,823,146.0,329,144,3.0833,114100
-121.89,37.38,3,4778,1047.0,2522,990,5.7695,271400
-121.82,37.36,34,1834,377.0,1450,347,3.7188,161500
-118.28,33.74,44,1853,556.0,2090,539,1.8584,248100
-118.4,34.21,45,972,181.0,554,187,4.8194,181300
-123.01,38.8,21,360,96.0,131,74,3.5156,133300
-118.92,34.19,16,3631,974.0,2585,923,3.0691,130400
-121.83,37.36,22,3936,860.0,3508,877,4.2312,183800
-118.21,33.89,39,1565,364.0,1389,360,2.7443,113900
-116.11,33.64,20,1273,354.0,1548,355,2.0871,84700
-121.9,37.45,16,2952,446.0,1525,460,5.6063,320500
-122.31,37.93,39,2505,371.0,872,345,5.3433,286500
-122.21,37.8,39,2018,447.0,1221,446,3.0757,151000
-121.9,37.4,16,2998,603.0,1606,615,3.7622,150000
-118.33,33.97,44,2526,579.0,1423,573,2.5363,158800
-117.03,33.12,25,3142,446.0,1286,419,5.4663,248300
-118.1,33.97,20,1878,548.0,1461,516,2.9821,142500
-122.95,38.73,37,1548,328.0,863,287,2.9792,151300
-119.06,35.33,14,5264,1064.0,3278,1049,3.8117,82800
-118.68,34.27,26,1561,212.0,817,242,5.477,209100
-122.34,37.99,42,1531,326.0,1271,377,2.6167,85100
-121.94,36.55,30,2722,584.0,628,384,3.4048,487100
-118.03,33.85,16,1831,390.0,1347,389,3.8426,344400
-118.43,34.18,22,2052,568.0,1254,572,2.6364,271100
-117.2,33.7,23,6323,1196.0,1984,1124,2.3276,92400
-121.61,37.03,5,6529,1010.0,3071,977,5.6754,298500
-116.94,32.87,24,2824,441.0,1480,471,5.2614,177200
-121.03,37.68,27,1956,327.0,1004,307,3.7857,110500
-117.92,34.03,35,1341,233.0,898,216,4.1118,157300
-118.92,35.26,20,3815,924.0,3450,920,2.0174,63700
-118.98,35.4,34,813,171.0,440,170,2.8393,69800
-122.4,37.61,35,2084,549.0,1077,545,3.1628,318400
-118.29,33.93,32,1815,488.0,1715,475,1.7244,111200
-121.33,37.99,15,4472,1079.0,1837,976,2.5,175900
-121.23,39.27,11,1265,224.0,573,205,3.3603,162500
-117.1,32.7,28,633,137.0,525,170,3.6042,95600
-120.61,35.06,13,2364,421.0,1257,380,4.6167,273100
-122.05,38.56,20,1005,168.0,457,157,5.679,225000
-119.25,35.78,27,1513,342.0,1346,323,2.7411,59800
-119.71,34.42,49,1560,436.0,1041,411,2.925,246900
-118.25,34.14,37,584,260.0,552,235,1.8235,275000
-122.02,38.02,44,1465,247.0,817,237,4.8693,156900
-119.7,36.75,11,3626,779.0,1819,731,2.4956,87500
-118.47,33.99,52,2167,622.0,1095,570,2.8514,358700
-122.29,37.88,46,1895,442.0,920,425,2.9926,192100
-121.89,37.32,41,977,265.0,865,253,3.2317,184800
-122.04,37.32,27,2826,451.0,1259,439,5.7528,431400
-118.44,34.06,9,5102,1695.0,2609,1450,3.2545,500001
-121.99,37.97,28,2839,428.0,1372,443,6.2135,217200
-118.21,33.82,45,455,92.0,394,89,4.9562,165700
-118.35,34.05,46,2149,451.0,905,443,2.8841,290800
-118.42,34.03,44,904,176.0,358,158,3.3542,344200
-118.35,34.15,52,1680,238.0,493,211,9.042,500001
-117.79,33.8,11,10535,1620.0,4409,1622,6.67,283200
-118.23,34.2,51,1477,280.0,750,295,5.3925,317900
-118.19,34.06,37,1715,456.0,2052,440,2.3125,116100
-118.2,34.13,30,3369,824.0,2032,795,4.0052,196400
-121.26,38.13,25,2549,675.0,2053,648,2.0875,83100
-120.87,38.83,12,2180,423.0,1070,377,2.8562,128200
-121.95,37.35,42,1421,330.0,659,303,3.3333,237900
-118.3,34.02,49,2120,483.0,1522,416,1.85,116800
-118.2,34.04,18,796,227.0,547,218,1.0333,135400
-118.16,33.78,52,3248,853.0,1819,815,3.1739,222900
-118.47,34.32,13,2664,518.0,1468,521,4.8988,325200
-122.8,39.08,17,1880,467.0,798,342,1.4676,65000
-117.82,34.05,21,4031,923.0,2558,834,3.1641,117300
-124.18,40.78,33,1076,222.0,656,236,2.5096,72200
-118.06,33.91,24,4880,1044.0,4516,1050,4.1387,157700
-121.95,37.32,20,1145,198.0,431,173,3.1103,281900
-118.57,34.2,18,7157,1869.0,4642,1699,3.1818,208000
-116.91,32.86,10,3699,838.0,2310,759,2.5365,139500
-117.78,33.88,16,1800,238.0,871,234,6.6678,301900
-116.99,32.77,35,2306,334.0,828,310,6.1103,301600
-121.69,36.96,23,1229,254.0,687,232,5.1433,305600
-117.92,33.78,35,1654,323.0,1065,354,3.4837,186500
-117.05,32.57,13,2880,576.0,2450,567,3.1696,138000
